text,date,
 عشتوا عيالي قولوا اللي بخاطركمَ انا بقولكم اللي صاير لنا في هالشركه الدمرانه وانا ماعندي مشكله لو اسدح اسم الشركه وواسمي ووش شغلتي وكم راتبي وكل شي بـس مدري عن الانظمه هنا .!! أولا انا من الغربيه .. المدينة المنورة تحديدا ً .. بس قسسمن بالله ماني طرش بحر هههههه <~ شاك في نفسه هع المهم طول الله عميراتكم اني انا والشباب سمعنا تقديم في شركة من هالشركات في ينبع البحر  ولمينا حالنا ورحنا لتقديم وقابلنا المسئول عن التقديم وانا كل ماذكرته وقسم بالله اقول [ الله لايوفقه ] لآنه أغرانا بالشركه . بعقلي انا قلت [ بل ولا شركة ارامكو السعوديه ]  دورة شهر في يـ نبع البحر .. بعدين نروح الشرقيه المهم انه قال لنا المرتب 3800 ريال ..  بعد سنتيــن يوصــل .. لآن هالسنتين أختبار لنا .. رآح يــرتفع رآتبكَ 1800 ريال يعني سته الاف  إلا شوي وقــآل .. إن هالشررركهَ مدري وش فيها من مميزات أولاً .. لو تبي تنزل للبقاله اللي بعدها كم متر ومحتاج سياره يجيك السواق لــ حدك .. قلت ارحم يــآمسلم للامانه .. لما اجي بـ روح الدوام .. لان نظام دوامنا 21 يوم في البحر و 9 ايام . اجازة  والشركه مختصه في البحر ..  ياخذونا من المطار الى مقر العمل بسياره .. بعد ماتنتهي 21 يوم .. وربي يخلونا عند مقر عملنا وجعلك ماحصلت سياره .. والسواق سعودي .. اذا يعرفك يجيبك مايعرفك مايرد على الجوال وفيه سواق اجنبي .. يودينا بـ فلوس ولا يخليك في االسكن لـ ين تدور احد يجيك .. وتخلص الاجازة ومحد يجيك وواحد مصري وعز الجلال يا جماعه اني يوم من الايام لو حصلت فرصه اني اتوطاه واكسر ضلوعه ما اتردد هو اللي يدخل بينات الدوام .. ينقص بعدد الايام اللي اداومها مو بس انا جميع السعوديين في الشــــركه نروح للمدير عندنا يقول راجعوا الادارة بـ جده نروح جده يقولون راجعوا مقر عملكم في الشرقيه واشتكينا مكتب العمل .. طلع فلان بالشركه يعرف فلان بـ مكتب العمل يعني واسطتهم قوية .. وعز الجلال رآتبي اخذته لمدة شهرين مرة  أستلمت 800 ريال ومرة 900 لــيش للحين ما ادرررررررررريَ دوامنا 21 يوم والاجازة 9 ايام بعد مانرجع من الـ الاجازة .. نجلس بالسكن لان القاطرات  مليــآنه مافي مكان تداوم فيه القاطرات = هي اللي تنقل المواد والغذاء .. للـ مصفاة اللي داخل البحر أجلس أسبوع أسبوعين بالسسسكن .. وبعدها يقولك .. داوم 21 يوم .. أقول له انا جالس اسبوعين في السكن واللحين اداوم 21 يوم .. المصري يقول .. احنا ما قلنا الجلوس بالسكن ينحسب بالعقل نداوم بالسكن وندوام بالبحر ؟؟؟  أنا وربي تعبت نفسيا من هالشررركه مرت علي 3 أعيااد بـ شهر رمضــآن كاملاً   ماقضيتها عند اهلي [ تعـــــــــــبنا بالحـــيل ]لـــه يــآ دنيـــآ تــ عزين الردي ~> أقصد صــآحب الشركه  لآنــــــــه  ولا بــ لاش مابي أكسب أثمه ~~  أعذروني ترى عصبت  <~ بقرب صبه هههههههههه تحيتي ,12-2009,
 اااااااااااااه بس وش اقول وش اخلي  بحياتي ماضايقني شي كثر هالموضوع وموضوع الخدامات السعوديات  انا بعرف شبابنا وبناتنا مافيهم كفاءه  عشان يخلون غيرهم من العرب يتراس وظايف بنات وشباب البلد اولى فيها؟؟؟؟؟  ويرحم امكم لو تروحون عندهم محد عاين فيكم  ولا احد موظفكم نفس الوظايف اللي متوظفين فيها الاجانب عندنا لا وغير المواصلا والميزات ياحبيبي  والقهر اذا جتك مشرفتك في المدرسه اجنبيه ولامديرتك وقامت ترفع خشمها وصوتها وربي قهر وقمة الظلم  يااعمري يااحنا السعوديين  والله لوبيدي لاطير كل اجنبي لمسقط راسه  واوظف شباب وبنات وطني :o,12-2009,
 ابي وطني يحبني زي ما أنا احبة . تخيلوا اعمل في مؤسسة نواف جليل للمقاولات بالخفجي  ومديري مصري اسمة محمد رجب  عندما نستلم الراتب يقول لنا صفوا يا حيوانات صفوا يا غجر  لا اعلم هل يريد ان نشتبك معاه وتكون حجه علينا بالفصل ويقول لنا بالحرف الواحد نحن نتصل عليكم عند استلام الرواتب ما ابي اشوف وجه واحد منكم  لا اعلم هل نحن بمصر ام بوطني الحبيب  ليش الحكومه ما تحبنا ليش الحكومة تعمل بنا كدا  والله والله تراب المملكة تاج على راسي بس خلاص تعبنا  او تبونا نقتل المصري وناخد اعدام ونرتاح من الدنيا الحقيره,12-2009,
 سبحان الله وبحمدهسبحان الله العضيم,12-2009,
 نحن اولى من الاجانب  كل الشركات مصاريه وسورايه والسعوديين حراس امن ..!,12-2009,
 السلام عليكم ورحمة الله وبركاتة  في الحقيقة والواقع اني رأيت الموضوع وما جاء في بالي أني ارد على الموضوع ليس تقصيراً فيكم لكن لني ما زلت على راس العمل ولله الحمد والله يخارجنا من الأجانب والله اني عانيت كثير وحصل لي مشاكل معهم تبكي  بصدق لكن اصبر لن اتكلم لان شروط الموضوع اكيد الشفافية التامه وذكر اسماء الأجانب وانا لا استطيع ذكر الأسماء وأحتفظ بمشاكلي و ( اشكوى بثي وحزني الى الله ) وأقول في ختام كلامي ( صبراً جميل والله المستعان ) أرجوا الدعاء لي والله يعطيكم العافية  حبيت ارد على واحد من اليوزرات الموجوده اذا هذا بلد المسلمين الطيبين تنوكل اموالهم بالباطل واذا هذا بلد المسلمين المسلمين يسربتون في الشوارع والأجانب موظفين بغظ النظر على الراتببقول كلمة ( الأقربوووون أولى بلمعروووووف ) ولك مني جزيل الشكر ولجميع أخواني .معليش على الأطاله يا ضيوف منتدى البطالة,12-2009,
" السلام عليكم اخواني واخواتي أعضاء المنتدى الكرامبقولكم قصتي بس فعلا أبغى حل شوفو انا كنت موظفة في شركة خاصة صغيرة المدير مصري و مديرتنفيذي سعودي وأنا ووالسكرتيرة سعوديات والباقي أجانب .اشتغلت مدة سنة وشهرين  سواق الشركة يجيني الصباح وأرجع على حسابي العصر ""يوم ما طلبت بدل مواصلات اداني المصري مية ريال لو مأجرة حمار كانت اجرته أغلى""طبعا في نهاية المدة حسيت بضغط نفسي ماني مرتاحة مافي تقدير  لشغلي وانا الوحيدة اللي في القسم ما غير السكرتيرة جالسة برة في الإستقبال طبعا ولانها كانت اقدم مني وتشتغل حتى وقت الإجازة فكان ليها صلاحيات انه السواق على حسابها وكلمتها مسموعة وانا ضعيفة جالسة (لدرجة جاتني كتمة ما قدرت اتنفس من القهر غير ربنا سترها) المهم جاني تعاقد في مدرسة حكومي ""فررررصة يابنت لا تفوتك""قلت للسكرتيرة لأني كنت مترددة شوي طبعا انتو عارفين انه لازم أروح على الطول اختكم ما كذبت خبر رحت على بالي اسلم الاوراق وارجع للشركة الى ما يبدأ الدوام الرسمي اتاري انه اجلس اداوم في المدرسة دوام رسمي وتوقيع وحركات داومت يوم الاثنين وبعدين يوم الخميس اللي هوة اجازة في الدوام الحكومي ودوام عند"" الضعفاء موظفي القطاع الخاص ""اتصلت أبغى سواق الشركة يجيني عشان ازبط الملفات للشركة وأوريهم ايش الشغل اللي عندي""طبعا من عندي ما أحد قلي""واتاري السكرتيرة ما قالتلهم انه ما حأجي في نفس الوقت على بالها اني كلمتها كصاحبتي مو كموظفة واعتذرت طبعا من المدير لأنه في خطأ غير مقصود حصل مني ومشي الحال لكنهم ما يبغو يرسلو السواق قلك اني جاية عشان مصلحتي مو عشان ارتب الشغل وسكت على الموضوع فترة لكن لما جيت اطلب الخبرة و اخلاء الطرف سولي هلييله اطريت أروح الشركة أشوف المشكلة أتاري لما عرفو انه ربي سهلي وظيفة أحسن في واحد الله يكسر يده دخل على جهازي وحذف شغلي لا وحاط مكانه اغاني (بالله يامسلمين هذا يصير) وقالو مافي شهادة خبرة الا لما تجيبي الشغل اللي انحذف طبعا رحت راجعت ايميلي وطلعت الشغل مرة ثانية بعد جهد جهيد لكن لما جيت أودي الشغل جهازي اخترب واضريت افرمته وضااااااااااااااااااااااااع الشغل مرة ثانية (قلت يمكن فيه مصيبة حتجيني لو وديتلهم الشغل) وانا جاسة دحين ماني عارفة ايش اسوي.على فكرة أنا ما وقعت عقد مع الشركة وما عندي تأمينات على الراتب لكن لما خلصت فترة التدريب 3 شهور أخذت شهادة خبرة ومكتوب اني مازلت أشتغل عندهم اللي عنده حل يجاوبنيوالسلام ختام",12-2009,
 يعطيك الف على هذا الموضوع,01-2010,
 وزير العمل الدكتور غازي القصيبي والذي تسنم هذه الوزارة من ست سنوات ويزيد والذي مارس الأدوار الدعائية والإعلامية فمن طباخ إلى بائع جبن وزيتون والكاميرا وراءه أينما يحل تحل . يتحدث مواطن سعودي هو عادل المحروقي الادريسي في قناة العربية عن الظلم المتواصل لمتابعة قضيته في مكتب العمل ووزارة العمل وكيف أن قضيته والتي لها خمسة عشر شهرا يمكن أن تطول لسنتين زيادة بكل سهولة .فالنظام يقول على الهيئة العمالية العليا انهاء القضية في شهر والقصيبي يقول سنوات وسنوات .أترككم مع المقطع لتروا دموع الرجل الغالية كيف تنساب ولتروا ما معنى قهر الرجال     ,01-2010,
 اخواني الاعزاءألا ترون ان مشاكل الاجانب كثيره وليس لواحد منا بكل ما خفي كان اعظم...... ...........ولكن هنا السؤال............................كيف يوصل او كيف نوصل أصواتنا الى المسئولين في الدوله السعوديه ؟؟؟؟؟؟؟؟ ....................او ما هي الحلول التي ترونها تصلح لوضعنا مع الاجانب؟؟ــــــــــــــــــــــــــــــــــــــــــــــــــ  ــــــــــــــــــــــــــــــــــــــــــــ تمنياتي للجميع بدوام التوفيق,01-2010,
 اقتباس:المشاركة الأصلية كتبت بواسطة العيافي الشريفاخواني الاعزاءألا ترون ان مشاكل الاجانب كثيره وليس لواحد منا بكل ما خفي كان اعظم......كثيرة و قضاياهم تدل على هذا الشئو الجهات الحكومية يصلها الخبر ...........ولكن هنا السؤال............................كيف يوصل او كيف نوصل أصواتنا الى المسئولين في الدوله السعوديه ؟؟؟؟؟؟؟؟سؤال يمكن توجيهه الى صاحب الموضوع و من طرح النقاشأما نحن نعرف كيف يتم التعامل مع هؤلاء من الجهات المعنيةالجوازات تفرج عن متخلفين و مزورين بالواسطةالشرطة و غيرها لا تنشر حتى أسماء او جنسيات أصحاب الجرائمحتى الصحة و البلدية لا ينشرون اسم مطعم مخالف و تسبب في تسممو لا اسم مستوصف أخطأ و توفي من توفي بسبب عمالة مخالفة و شهادات مزورةحتى حماية المستهلك و الجمارك و غيرها لا دور لهم في مصلحة المواطنكيف بالعمالة و الشركات و السيطرة من الأجنبي و تعامل صاحب العمل معه و مع المواطن....................او ما هي الحلول التي ترونها تصلح لوضعنا مع الاجانب؟؟الحل عمل هيئات و جمعيات ليس لها علاقة بالجهات الحكومية و ناس متطوعينيقومون بالتفتيش و المتابعة و لديهم معرفة تامة بما يدورو إلا الوضع يبقى كما هوــــــــــــــــــــــــــــــــــــــــــــــــــ  ــــــــــــــــــــــــــــــــــــــــــــ تمنياتي للجميع بدوام التوفيقو السلام ختام و الله أعلم كيف تخخلص من هذا الإشكال,01-2010,
 تفضل مستوصف خاص بحفر الباطن يرفض علاج طفل بسبب 40 ريالاً!حفر الباطنتسبب مستوصف اهلي بحفر الباطن صباح اليوم في تأزم حالة طفل سعودي يحتاج الى اوكسجين بعدما احضراه والداه للمستوصف المذكور.كل شئ بالدس و لا تعلم النتيجةكيف ما يحصل في الشركات من أصحاب العمل و العمالة,01-2010,
" بسم الله الرحمن الرحيمالحمدلله رب العالمين السلام عليكم ورحمة الله وبركاتهاعزائي رواد هذا الصرح الشامخ انا لدي مشكلة واريد منكم افادتي بعقوبة مثل هاذى التصرفات وانا كلي امل ورجاء بمساعدتي ,,بداية المشكلة انا موظف باحدي الشركات الكبيرة المتخصصة بالقطع الصخري منذو مايقارب سنة واربع شهور بوظيفة مساعد مساح وانا حاصل على دبلوم معهد المراقبين الفنيين تخصص مساحة وبنسبة 90% بدت مشاكلي بعد اول شهر من العمل بالشركة رئيسي المباشر سوري !بديت العمل وكان لدي الطموح والعزيمة من التطور والعمل بجد وتنمية قدراتي , وخلال فترة شهرين من العمل تفاجات بالاسلوب الغريب بالتعامل معي مثلا التلفظ الغير اخلاقي وعدم الاحترام وكلها بدون مبررات تذكر , وتهديد مديري المباشر بالفصل بسبب ! عدم التواجد بالمواقع الى انتهاء الدوام مع العلم بان ابناء جنسه بالمكاتب ! احبطت معنوياتي واصابني حالة نفسية من العمل معهم ,, وزاد الموقف سواء بمرة المرات عندما طلب منهم حقي كموظف بالتمتع بالمميزات الممنوحه لكل موظف مثلا بطاقة شحن فئة 100 ريال كل شهر للموظف من مساعد مساح الى مساح !واخذتها لمدة شهر فقط وتم حجبها عني لمأذأ؟ بحجة المدير المباشر لم يسمح لى ؟وتقديم اجازة ورفضها بحجة غيب هاليوم !؟ وتوالت المضايقات وحده تولى الاخرى واخر ماوصلت اليه قدمت طلب استئذان لمدة 3 ساعات الى مديري المباشر بسبب ظرف عائلي طارى وقام مديري بتمزيقه ونداء العامل لمكتبة واعطاءه الطلب الممزق وقاال اعطي الزهراني هذا !؟ ماهو رائكم ؟ اعتبرني سلة مهملات يمزق الخطاب ويرمية على ؟ وقسم بالله انا بحالة نفسية يرثى لها وقدمت شكوي ضد مديري بالشركة وغدا بيني وبينه اجتماع وتحقيق ؟ اتمني منكم افادتي ماعقوبة مكتب العمل اتجاه هذا التصرف ؟ حسبي الله ونعم الوكيل اتمني الا اكون اطلت عليكم ,كل الود ,,",01-2010,
 حسبي الله و نعم الوكيلعلى كل ظالم و حاقد و حسودالعيب ليس منك و لا من المدير السوريالعيب في صاحب العمل الأصليو إعتماده و ثقته في الاجنبيأخي الزهرانيمثل وضعك كثيروافد و يجلب جماعته و يضعهم في مواقع مريحةو أغلبهم هو من أخرج فيز و يقصدها عليهم و يخصمها من الراتبحتى لدى شركة أعمل بها اغلبهم من نفس الجنسيةو الوظيفة مسجل عامل في مكتب العمل و الجوازاتو موجودين في المكاتب و سيارة و هاتفحتى  عند تفتيش الجوازات يقولون كيف لا يوجد و لا مسلمو كيف كلهم من جنسية و ديانة واحدة و المسلم في الشمس و المشاوير المشكلة ما فيه جهة تشتكي لها و تأخذ حقكلان الأمر يعود لصاحب العمل الأصليو تصرفات هذا الحاقد معك واضحة يريد التخلص منك باى طريقةو لو كان مصلحته عندك فرش لك الطريقلكن هذا هو حال الكثير من السعوديينالرئيس أو المدير أجنبي و يريد فرض رأيهأصبر حتى تجد الحل الأسلم و أنت أعرف بوضعكيوجد بعض السعوديين هم من ساعد هؤلاء في التماديلانهم يخضعون للاجنبي و لو كان مخطئو هذا من شخصيتهم الرديئة و الضعيفةو يمكن بسبب كسلهم لا يستطيعون الجداللكن مثلك جاد و نشيط و يؤدي واجبه على أكمل وجهحتى لو لم يحضر حتى نهاية الدواميكفي أن ينجز و بإتقانكان الله في عونك,01-2010,
 حسبنا الله على من كان السبب  والله الظلم الذي نعانيه من هالمجرمين السعوديين .. وظفوا ناس مثلهم من هالأجانب وحطوهم مدراء وألعب في الدار,01-2010,
 شباب انا ودي ابلغ على شركة معينة بأشياء ممنعوعه يعني مثلاً : غسيل اموال ظلم في التوظيف مهنة الاداريين كلهم ( ميكانيكي - سمكري و الخ )  كيف الطريقة مع العلم اني ما ابغا افصح عن اسمي &&,01-2010,
 غسيل الأموال من تخصص الشرطه الجنائيهأعتقدبس مجبور تفصح عن اسمك وعن الأدله اللي عندكلأنه الاتهام بدون أدله ممكن ينقلب ضدكنصيحتي .. اتصل على مكتب محامي متخصص بالجرائم الماليه واستشيره عشان تضمن نفسك قبل ما يصير أي شيأما الظلم في التوظيفمين يسمعك يا عم,01-2010,
 يا جمااااعهليش ما تحاولون بطريقة ما يوصل صوتكم لجهة رقابيةبس مين يضمن حقوق العمال والموظفين ..؟!‏<‏< جمعية حماية المستهلك .. لأنه الموظف السعودي مستهلك إلى آخر قطره بالقطاع الخاص مقابل الأجنبي بالقطاع الخاص,01-2010,
 طيب يا شباب بالنسبة للمخالفات مثل المهنة وما إلى ذلك كيف اقدر اوصل للناس المعنية طبعاً بدون ما افصح عن هويتي &&,01-2010,
 اسلام وعليكم ورحمة اللة وبركاتة                                                                          بنسبة لي ماعند ي مشاكل شغال في شركة عندها مجموعة فناد                                 ومبصوط يقولون الشركه  داخلة على خسارة  وصفو ناس  لسى فيه ناس  بيتصفون   بعذ ر                    الخسارة معااني ماني شايف خسارة ومشفت احد من الجانب بيتفى بالعكس بيترقى ويزيد الراتب,02-2010,
 بسم الله الرحمن الرحيم  من غير مقدمات انا راح ادخل في الموضوع علطول... بصراحة هي فعلا مشكلة مالها حل انا صار لي سنتين اشتغل بمركز تدريب وااعااااااااااني من الادارة الاجنبية (اردنية)المدير والموظفين كلو اجانب والمشكلة انو نسبة الاجانب 100% بالشركة والسعوديين ينعدون على الاصابع ..قهر والله قهر والمشكلة اللي اكبر انو ملاك المركز سعوديين وموكلين هالاردني الزفت ادارة المركز ليش مافي سعوديين اكفاء ؟؟؟؟؟والله مشكلة مالها حل لا والمشكلة الاكبر والاكبر انو المدير الاردني الزفت موظف بالقسم النسائي موظفات من معارفة ... الحركة واضحة يعني تجسس بطريقة غير مباشرة على السعوديات حقيرهالاردني وازيدكم من الشعر بيت انا مادري كيف صار مدير حتى اسلوب في التعبير ماعنده في المرات الجاية راح ارسل لكم ايميل من ايميلاته والله لاتموتون من الضحك*****حظوظ السعودي مالقاها وهالاردني جاي من الفقر يسوي مدير يالله ماطول عليكم سلااااااام,02-2010,
 انا ستاكلم عن خبرتي في القطاع الخاص الأجانب ليس لديهم مشكله بالعمل معهم فانا لمست منهم المساعده في العمل تقريباولكن المشـــــــــــكله الكبرى هي من شغلني لديه لقد قام توصيه العمال بالضغط علي اثناء العمل وعدم اعطائي الراحه في العمل ولقد وصلت بالعمال الى اهانتي امام الزبائن من قبل احد العمال بالطبع كوني لا اعرف ماذا يريد من السب والشتم كنت اتجاهله ولا ارد عليه فقررت ترك العمل فقط خلال اسبوعين فقط ثم اتا صاحب المحل فقال لي نحن نحتاجك في هذه الاسبوعين اكملها ثم اعطيك باقي مستحقاتك وقال لي بدون اهتمام لماذا تريد ترك العمل فقلت له العمال يتكلمون علي كلام ليس جيد وصلت الى اهانتي امام الزبائن ولم يتحرك لديه اي ساكن ثم اتى وقال لاحد العمال لماذا تهين هذا الولد يقصد انا .. فرد العامل عليه بهدوء وقال ليش اهينه ايه بيني وبينه انت.. قلت لنا اضغطو عليه وهذا ما فعلته وقال لا لم اقلك تهينه بعض الكلام ليس له داعي لتقوله لهذا الولد يقصد انا ..وقال للعامل لقد جبت لكم هذا الولد لانه معروف باخلاقه وانت جالس تغلط عليه ورد العامل عليه وقال انت قلت لي بالضغط عليه وانا فعلت كلامك فقط .. انظرو كيف وقعو في بعض امامي ثم غضب وذهب بسرعه لانه يحتاجني في العمل وبدء بعدها بيوم يتكلم بطيب ومحبه وقال لي سوف اقوم بزياده راتبك وسوف أساعدك في كل شي لكن يجب ان تكون عالم بامور الشغل كلها وكلام واغراءات لا تنتهي وعندما موسم العمل وقت الزحمه مباشره .. واتى وعاد يقول لماذا لا تعمل مثل الناس لماذا لا تجتهد لماذا انت دايم تفكر العمال اخبروني انك بس تفكر والزباين فيه... اذا تحب علمنا ما يصير تفكر وقت شغل قلت له انا اعمل ليل نهار والزبائن جميعهم يحترموني جدا وانا اخدمهم واذا لديك دليل من الزبائن على سوء عملي اخبرني... قال لا العمال اخبروني انك تفكر ولا تعمل جيدا واخرتها بعد انتهاء مصلحته مني قلب علي كل شي وقلبني من شخص لديه اخلاق وادب الى شخص مهمل يحب ويفكر ولا يهتم للعمل وهل تعلمون كم الراتب والله العظيم 900 ريال وعلما باني عملت قبلها برواتب 600 ريال والله على ما اقول شهيد ولدي جميع الادله التي تثبت عملي بالراتب الاول اللذي كان مقدراه 600 ريال عند احد التجار و900 عند هذا الشخص الذي اهانني عن طريق عماله اما الوظيفه التي قبلها كانت عند قريب لي غني جدا ولا يحتاج اخبركم ماذا فعل بي فقط اهانات لي وعن اهلي واني فقير مسكين واني احتاج الى الصدقه بدل من العمل لديه واخرتها عندما تاخرت يوما ضربني كف ونزلت راسي ولم ارد عليه واشكر من اهان كرامتي ... من هاذين التاجرين الذين عملت لديهم احدهم براتب 600 ريال اهانني شخصيا اما الذي عملت لديه براتب 900 فقط اهانني عن طريق عماله... وشكرا لكم بالسماح لي باخباركم باسرار وبلاوي العمل في القطاع الخاص ... والله على ما اقول شهيد ... يتيم العلا,02-2010,
 يايتيم العلا الله يوفقك باحسن منهم والله قطعت قلبي لانك فعلا اخلااق الله يوفقك من قلب اقولها ويارب تلقى خير قدامك,02-2010,
 مشكوووووووووووور,02-2010,
 السلام عليكم ورحمة الله وبركاته بعد التحيه والاحترام  العنوان / محافظة رابغ  الشكوى ضد شركة هشام هلال السويدي الواقعه بمحافظة رابغ في المنطقه الصناعيه طريق بترو رابغانا مواطن اعمل في القطاع الخاص في شركة هشام هلال السويدي من تاريخ 3/5/2008 في قسم السلامه المهنيه وصحة البيئهواستدعيت قبل اسبوع في الاداره وعند حضوري للمختص قام بسحب بطاقة العمل وطلب مني الذهاب الى الادارة الرئيسيه بجدةولن يذكر لي شئ اخر وبالفعل ذهبت وطلبو مني التوقيع على خطاب نهاية خدمه بسبب الضروف التي تمر بها الشركه حاليا حسب ماهو مكتوب مع العلم ان المصنع متعاقد مع عدة مشاريع كبيره ودوليه ايضا ويعمل لمدة اربع وعشرين ساعه ورفضت التوقيع وعدت الى المصنع وتم منعي من البوابه حسب اوامر المدير الحقيقه انا لااعرف السبب وهناك احتمال ان سبب فصلي هو انني تقدمت بشكوى لمكتب العمل قبل فترة اطلب فيها حقوقي كموضف مثل زيادة الراتبوصورة من شهادات الدورة التي حصلنا عليها مع العلم انني قمت بعمل نظام السلامه وصحة البيئة بالشركة كاملا وبعد حصلو على شهادة السلامه المهنيه من شركة ارامكو نسبو مجهودي الى راعي الغنم واني ذكرت في الشكوى ان الرئيس المباشر مهنته عامل تربية مواشي والمراقب العام عامل بقاله وثلاثه اخرين بمهنة سائق خاصليس على كفالة الشركه وان مرتباتهم اعلا ولهم معامله خاصه وتلبى طلباتهم بكل سهولهوعند حضور مكتب العمل الى الشركه بسبب شكوى تقدم بها شخص تم فصله وهو لم يكمل فترة التجربه وذكر لهم انه احق من العمال الاجانب الذين ليس على كفالة الشركه وهو يمتلك الخبره والقدره على العمل واثناء وصول موضف مكتب العمل طلب منهم احضار ملفات العمال المذكورين نفو وجودهم فالشركه وارسلو شخص يبلغ العمال الذين ليس على كفالة الشركه بدخول السكن وعدم الخروج حتى خروج مكتب العمل من الشركه وبعد ماذهب الموضف عادت الامور كما كانت وتفاجئت بطلبي في الاداره وسحب بطاقتي وقرار انها خدماتي وذكر لي شخص ان مكتب العمل بحث مع الشركه عدة شكاوي مقدمه ضدهااخواني انا متزوج زوجتين وعندي اطفال ومستاجر منزلين ادفع ايجارهم مايعادل نصف المرتب الذي اتقاضاه واليوم اصبحت مفصول الى من اذهب عندي سؤال يحتاج الى اجابهانا مستعد اوقع على خطاب انها الخدمه ولكن بشرط اعرف السبب ولماذا لم يقومون بفصل العماله الذين ليس على كفالتهم اذا كانو لايستطيعون دفع مرتباتهم ولماذا لم تاتي الجوازات للشركه ولماذا لم يتم الاتصال على الشخص المتقدم بالشكوىهل الشركه اغبيا حتى يقولون له انه يوجد عندنا عمال غير نضاميين او يطلعونه على فضائح حيث كان عليه من المفترضالاتصال بالشخص المدعي ويطلب اثبات لما ادعى به على الشركه ومواجته بخصمه ليثبت صحة شكواه بس اريد الاجابه ولهم مايريدون وبدون مستحقات ايضاهل حضور موضف مكتب العمل لكي يفصلني فقط هل هذه هي الخدمه التي طالما انتضرناها منهم ولمن حق العيش العامل المخالف ام المواطن الذي يحاول ان يعيش هو واسرته ولا يمد يده للناس هل امنية الملك عبدالله بأن الشباب السعودي ينخرط في العمل بالقطاع الخاص وتعليمهم وفتح المجال لهم ليصبحو شبابا منتجين صناعيا لكي نواكب التقدم مع الدول الصناعيهمجرد كلام فقط وهل نضام مكتب العمل لايعمل به كماهو مكتوب وهل القرارات الساميه برقم وتاريخ وتقاسيم لاتنفذ ولاتعطى اهميهاين هو الوزير غازي القصيبي الذي عندما يذكر اسمه عند الاجانب يقومون له رعبا وخوفا اين الوعود التي وعدو بها مجلس الشورىوالوزراء امام الملك ونائبه هل هي كلام شوارع وطارت فالهوى ان اسرتي تتضور جوعا ومهدد بالطرد من المنزل وانا لااستطيع فعل اي شي لن اجد امامي سوى الشكوى لله سبحانه اريد حلا لا احتمل الضلم والااجحاف من قبل الشركه ومكتب العمل فاني اطلب حقي كمواطن في العيش والامان ان لم تتم اعادتي الى وضيفتي واعطائي حقي بعد هذه الشكوى سوف اعمل بكل الوسائل والطرق التي تمكنني من اخذ حقي طرق شرعيه او غير شرعيه لأنها لافرق بينها الان بعد الذي حصل لي والضلم المطبق الذي احاول التعايش فيه في الشركهوبعد كل مافعلت من تضحيات يتم فصلي عنوة بدون اي سبب اذا كانت المملكة العربيه السعوديه تحكم بالشرع فهذا حق شرعي لي ولاسرتي فلماذا سلبت حقوقي هل تطبيق القرارات الصارمه لمثلي منهم يبحثون عن تأمين لقمة العيش وبسلام ليس للذين يقومون بتطفيش العمال السعوديين لكي يقومون باحلال ابناء جلدتهم محله لايوجد عندي شي اخسره اليوم او اخاف من ردة فعل اي شخص او مايترتب علي بسبب ماكتبت ولكي تعرفون ان الشركه عندها ضروف ماليه وتريد الاستغناء عني فقط راجعو الطلبات المقدمه لمكتب الاستقدام وعندها تعرفون الحقيقهسوف تجدون الشركة متقدمه بطلب الكثير من التاشيرات وجهتها دولة مصر والهند ولوان  موضف مكتب العمل طلب من اي عامل اقامته سوف يجده مخالف لنضام الاقامه والعمل وانا اعلم تماما انكم تستطيعون البحث بعدة طرق ولكم الصلاحيات في ذالك صدقوني لن اتراجع عن مانويت فعله لو كان سبب في نهايتي فاهلا بالموت انكان بسبب طلب الحق ماذا تريدون مني ان افعل لديه اسرتين يجب علي المحافظه عليها وان اقوم بمتطلبات حياتهم ولو لاخر قطرة في دمي اذا وصلت هذه الرساله ارجو ان لا تهمل كما اهملت في المواقع الاخرى وارجو الاسراع في حل قضيتي مع الانصاف  ولكم جزيل الشكر والعرفان,02-2010,
 الله يسامحك ياصاحب الموضوعضغظي ارتفع بسبب الردودالشرهة مو على الاجانبالشرهة على اللي جابهملعنه الله على الظالمين,02-2010,
 هههههههههههههههههههههههههههههههههههههههههههههههههه  ههههههه الحال يبكى بجد  بس لايجى واحد غبي ويقول الاجنبي ضعيف مسكين  الاجانب ****** والسعودين يحبو الاجانب ليش ما اعرف,03-2010,
" 1- يمكن يدخل ولد غازي القصيبي في هذا الموضوع ويرحمنا ويحس ويكلم ابوه  2- يمكن يدخل مدير شركه سعودي لديه غيره وبعد مايشوف الموضوع يفصل جميع الأجانب اللي عنده  ((أقول والله لو يشوفة القصيبي مادرا عنكم ...وزير من قده,,,))",03-2010,
 غازي القصيبي ووزارة العمل والله ودي اضحك .....من يوم طلعت على الدنيا وعرفت وزارة العمل ما شفتها سوت شئ لصالح العاطلين  بس مجرد وزارة ولها وزير  سد فراغ بس والاجنبي يسرح ويمرح على كيفة  هههههههههههههههههههههه,03-2010,
 الله المستعان على كل حال,03-2010,
 لاحياة لمن تنادي  {الدار دار ابونا والاجانب عاقبونا } ,03-2010,
