name,telephone,mail,website
A.S. du CREDIT du NORD,0148347510,None,None
A.S. ST LAMBERT DES BOIS,None,aslambert@gmx.fr,None
A.S. VILLIERS LE BACLE,0160193846,info@asvlb-tennis.fr,http://www.asvlb-tennis.fr/
A.S. ST GERMAIN LES ARPAJON,0160839407,assga.tennis@gmail.com,https://assgatennis.wixsite.com/assgatennis
4PADEL METZ SUD,0355746666,metz.sud@4padel.fr,https://4padel.fr
A.S. SAULX LES CHARTREUX,0771598731,slcecoledetennis@gmail.com,https://www.facebook.com/slcecoledetennis/
A.S. MINORANGE,0180616263,None,None
A.S. LES PYRAMIDES,0134803472,tennis@les-pyramides.com,http://ballejaune.fr
BRIEY TC,0698410463,tc.briey@gmail.com,http://www.club.fft.fr/tc.us.briey
A.S. LES LOGES EN JOSAS,None,asltennis.loges@gmail.com,http://asltennis-leslogesenjosas.fr/
A.S. LE PETIT SMASH,None,contact@lepetitsmash.com,http://www.lepetitsmash.com
A.S. LOUVECIENNES,0139182804,as.louveciennes@fft.fr,http://www.club.fft.fr/as.louveciennes
AUGNY TC,0387383492,tennis.augny@fft.fr,http://www.club.fft.fr/tennis.augny/55570312_a/cms/
A.S. CERNAY LA VILLE,0134852297,ascernay.tennis@gmail.com,http://www.cernaytennis.fr
A.S. C.E.A. SACLAY,0169411964,None,None
A.S. FOURQUEUX SECTION TENNIS,None,contact@tennisfourqueux.fr,http://www.tennisfourqueux.fr
A.S. FONTENAY LE FLEURY,0673284867,asfftennis78@gmail.com,http://www.club.fft.fr/as.fontenay-lefleury
A.S. EVRY,0160776663,evry.tennis@fft.fr,http://www.club.fft.fr/evry.tennis/
A.S. EGLY,None,as-egly-tennis@fft.fr,https://tennis-egly.fr/
A.S. NOZAY,0667492747,asnozay.tennis@fft.fr,https://www.asnozaytennis.com
A.S.  AIR FRANCE PARIS SUD,0141755794,None,None
A.P.S.A.P. V.P.,0142881267,apsaptennis@gmail.com,http://www.apsapvp.fr
A.D.A.S.I.N DE LA RECHERCHE AG,0134652098,None,None
5ème SET,0623206319,None,None
4 PADEL,0698628163,Creteil@lefive.fr,None
A.A.S. FRESNES,0952829415,aasf.tennis@gmail.com,http://www.tennisfresnes.com
A.M.S.L. LA NORVILLE,0962546750,tc.la.norville@gmail.com,http://www.club.fft.fr/tc.lanorville/
VILLAZ TENNIS CLUB,0450606681,tennis.villaz@gmail.com,http://www.tennis.villaz.fr
VALLIERES TENNIS CLUB,0756878474,contact@tennisclubdevallieres.com,http://www.tennisclubdevallieres.com
UGINE TC,0479375410,tc.ugine@fft.fr,http://www.club.fft.fr/ugine/
TENNIS CLUB DE SEYNOD,0450690479,contact@tcseynod.com,https://www.tcseynod.com
VALLEIRY TENNIS CLUB,0450042208,tennisclub.valleiry@orange.fr,http://www.club.fft.fr/tcvalleiry
THONES TENNIS CLUB,0450020178,tennis.thones@gmail.com,http://www.tcthones.fr
ST PIERRE EN FAUCIGNY TC,None,leo.rosnoblet@orange.fr,http://www.club.fft.fr/tc-st-pierre
ST JULIEN EN GENEVOIS TC,0450350005,tc.st.julien@fft.fr,http://www.tcstjulien74.fr
SEYSSEL CORBONOD (TENNIS CLUB),0450561316,tcseysselcorbonod@gmail.com,https://tcseysselcorbonod.wixsite.com/website
SEVRIER TC,0450526460,tennisclubsevrier@gmail.com,http://www.tcsevrier.com
SAINT JORIOZ TC,0450686966,tennis.saintjorioz@free.fr,http://www.saintjotennis.com
SAINT FELIX TENNIS CLUB,0612466822,pech74@hotmail.fr,None
RUMILLY TC,0450010471,tennis.club.rumillien@orange.fr,None
REIGNIER T.C.LES ROCAILLES,0606536474,tclesrocailles@fft.fr,http://www.tcreignier.fr
TENNIS CLUB DE LA SEMINE,0683001810,tennis.club.semine@gmail.com,None
TC DU FAUCIGNY,0450972229,tc.faucigny@orange.fr,http://www.club.fft.fr/tc.bonneville
PRINGY TC,0450271422,tcpringy74@gmail.com,https://www.tcpringy.fr/
POISY TC,0659802369,tcpoisy@gmail.com,http://club.quomodo.com/tcpoisy/
MOUXY TC,0771807507,1983tcm73@gmail.com,http://club.fft.fr/tennisclubdemouxy
MEYTHET TENNIS CLUB,0450222722,tennisclubmeythet@orange.fr,http://www.tcmeythet.fr
T.C. THORENS,None,tennisclubdethorens@fft.fr,https://tcthorens.wixsite.com/tcthorens
SAINT JEAN DE SIXT TENNIS CLUB,None,tennisclubstjean@gmail.com,http://www.club.fft.fr/tc.st.jean.de.sixt/
TC DU CHERAN,0618912014,tennis.du.cheran@gmail.com,https://tennisducheran.wixsite.com/accueil
LA CLUSAZ TC,0450326950,info@club-laclusaz.com,http://www.club-laclusaz.com
QUINTAL TENNIS CLUB,None,quintaltennis@gmail.com,https://www.facebook.com/tennisquintal
MONTCEL (LE) TENNIS CLUB,None,tennis.lemontcel@gmail.com,https://tennislemontcel.blogspot.com
VEYRIER DU LAC TC,0450601118,tennisveyrier74@gmail.com,http://www.tennisveyrier.fr
MENTHON ST BERNARD TC,0450601251,secretariat.compta.tcm@gmail.com,http://tennismenthon.fr/
GRESY SUR AIX TC,None,tennisgresy@free.fr,None
GROISY TENNIS CLUB,0450773170,tc.groisy@fft.fr,http://tc-groisy.e-monsite.com
FAVERGES TC,0450446095,t.c.faverges@wanadoo.fr,http://tcfaverges.e-monsite.com/
CULOZ TENNIS (US),0622824553,tennisclubculoz01@gmail.com,http://www.club.fft.fr/culoz.tennis/17010119_a/cms/index_public.php?PHPSESSID=96064d5dde304afa4b17061c8b770499u0026us_action=show_noteu0026ui_id_site=1u0026ui_id_doc=1010000002
GRAND BORNAND (LE) TENNIS CLUB,0450027907,tcgb.grdbo@gmail.com,https://www.facebook.com/TennisClubGrandBornand
CRUSEILLES TC,0450442245,tc.cruseilles@gmail.com,http://www.club.fft.fr/tc.cruseilles/
CRAN TENNIS CLUB,0450674222,crantc@gmail.com,http://www.crantennisclub.net
COLLONGES SOUS SALEVE TC,0450436866,tennisclub.collongessoussaleve@gmail.com,https://www.facebook.com/Tennis-Club-de-Collonges-Sous-Sal%C3%A8ve
ARGONAY DASSAULT OMNISPORTS,0450091000,laurentetkareen@hotmail.com,None
ARCHAMPS BOSSEY TC,None,tcarchamps@gmail.com,https://www.tennisclubarchampsbossey74.com/
BRISON ST INNOCENT T. PLUS,0603986891,tennisbrison@gmail.com,http://www.club.fft.fr/tennis.plus.brison/10730412_a/cms/index_public.php?PHPSESSID=9d33b1433237b798ea4eca200ac0b804u0026us_action=show_note_rubriqueu0026ui_id_site=1u0026ui_id_rubrique=10001
ALBENS TC,0479630007,tennisclubdalbens@gmail.com,http://www.tcalbens.fr/
ANNECY LE VIEUX TC,0450660816,contact@tcav.fr,http://www.tcav.fr
ANNECY TENNIS,0450451718,annecytennis@free.fr,http://www.annecytennis.com
DOUSSARD TENNIS CLUB,None,tcdoussard@gmail.com,https://tcdoussard.wordpress.com
VILLENEUVE (TENNIS AVSD),None,tcvilleneuve01480@gmail.com,http://www.tcvilleneuve.free.fr
VILLEFRANCHE (TC DE L'AGGLOMERATION DE),0474653563,tcavillefranche@gmail.com,http://www.club.fft.fr/tcavillefranche/
AIX LES BAINS TC,0479883434,tennisclubaix73@gmail.com,https://tennis-aixlesbains.fr
CHABLE BEAUMONT (LE) T.C.,0450836993,tennisclubchable@gmail.com,http://tennis-club-chable.com/
VILLEFONTAINE TENNIS SQUASH,0474940744,tennis.squash.villefontaine@neuf.fr,http://www.club.fft.fr/ts.villefontaine
LA ROCHE SUR FORON TC,0450975820,tcrsecretariat@gmail.com,http://www.tennisclubrochois.com
VERPILLIERE (LA) TC,0474942000,verptennis@orange.fr,http://www.club.fft.fr/tc.laverpilliere/10380162_a/cms/index_public.php?us_actio
VIENNE TC,0474532414,tennisclubdevienne@sfr.fr,http://www.tennisclubvienne.fr
FRANGY TENNIS CLUB,0450447242,tennisclubdefrangy@gmail.com,http://www.tennisdefrangy.fr
VENISSIEUX (TENNIS CLUB),0618181880,tcv.correspondant@fft.fr,http://www.club.fft.fr/tc-venissieux/
VILLETTE D'ANTHON TENNIS CLUB,0478311213,tennis.club.villette@gmail.com,https://www.facebook.com/Tennis-Club-de-Villette-dAnthon-1565507493532013/
VAULX EN VELIN (CLUB TENNIS DE),0472044737,ctvv@free.fr,http://www.tcvv.fr/
TREVOUX (TENNIS CLUB DE),0626493151,tc.trevoux@cegetel.net,http://club.quomodo.com/tctrevoux/accueil.html
TRAMOYES (TENNIS CLUB DE),0472262050,elianesombardier@orange.fr,None
UNIVERSITAIRE (TENNIS CLUB),None,None,None
VALENCIN TENNIS CLUB,0687754357,tc.valencin@gmail.com,http://club.quomodo.com/tc-valencin
VARENNES (TENNIS CLUB DES),None,tennisclubdesvarennesbelmont@gmail.com,None
TOTAL CRES (TC),0478026212,None,None
TC DES COTEAUX,None,tc.orlienas@yahoo.fr,None
TERNAY COMMUNAY (CLUB DE TENNIS DE),None,None,http://www.club.fft.fr/tc.ternaycommunay
ARGONAY TENNIS CLUB,0450272889,tcargonay@gmail.com,http://www.tcargonay.fr
THURINS (TENNIS CLUB DE),0619465460,tcthurins69@gmail.com,None
TC DE L'ESSOR DE BEL-AIR,None,contact-tennis@essor-bel-air.info,http://www.essor-bel-air.info
TC CREMIEU,None,tennisclubcremieu@gmail.com,None
TASSIN (TC DE),0478347091,tctassin.club@outlook.com,http://www.club.fft.fr/tctassin
T3C (TENNIS CLUB CHESSY CHATILLON),None,t3c@fft.fr,http://www.club.fft.fr/t3c/
TAC TENNIS,0426721103,tactennis@yahoo.com,http://tactennis.e-monsite.com/
STADE AUTO LYONNAIS,0478679971,saltennis@orange.fr,http://www.salstpriesttennis.fr
TOUSSIEU TENNIS (AS),None,17690220@fft.fr,http://www.club.fft.fr/tennisclubtoussieu
VILLARS LES DOMBES (TC),0678429757,tennisclubvillars@yahoo.fr,http://www.tennisclubvillars.fr
ST QUENTIN FALLAVIER OL. TC,0474945681,osq.tennis@laposte.net,https://osqtennis.wixsite.com/osq-tennis-officiel
VERNAISONNAIS (TENNIS CLUB),0478464068,president@tennis-vernaison.fr,http://www.tennis-vernaison.fr
SEYSSUEL TENNIS CLUB,0620154728,luc.renevier@orange.fr,http://www.club.fft.fr/tcseyssuel
SERPAIZE TENNIS CLUB,0474579817,50380551@fft.fr,http://tennisclubserpaize.wordpress.com/
TALUYERS (TENNIS CLUB DE),None,communication.tct@gmail.com,http://tctaluyers.wixsite.com/tennis
SEREZIN (TENNIS CLUB DE),None,tc.serezin@gmail.com,None
SEPTEME OYTIER TC,None,orchidee0712@gmail.com,https://fb.me/TcSeptemeOytier
SOURCIEUX LES MINES (TC DE),None,club.tcsm0@orange.fr,http://www.club.fft.fr/tennissourcieux/
SATHONAY VILLAGE (TENNIS CLUB),0478226355,tennis.sathonay.village@gmail.com,https://tennissathonayvillage.wordpress.com
ST GEORGES D'ESPERANCHE TC,0613805700,50380427@fft.fr,http://www.tennissaintgeorges.com/
SATHONAY CAMP (TENNIS CLUB),None,tc.sathonay-camp@fft.fr,http://www.club.fft.fr/tc.sathonay-camp/
TIGNIEU JAMEYZIEU Association Tennis,0614090710,famille.vella0038@orange.fr,http://club.fft.fr/attj.club38
SARCEY (AAT DE),None,mc.paulus@wanadoo.fr,None
SOUCIEU EN JARREST (TENNIS CLUB),0651081393,tc.soucieu@gmail.com,https://tcsoucieu.sportsregions.fr
SAINT-ROMAIN DE JALIONAS T.C.,0671666275,tennisaintromaindejalionas@gmail.com,https://www.facebookcom/tennis.saint7
SAINT RAMBERT TENNIS CLUB,0478830491,tc.saint-rambert@fft.fr,http://club.fft.fr/srtc.asso/
SAINT PRIEST (TENNIS CLUB DE),0478203833,tennisclub.tcsp@gmail.com,http://www.tennisclubsaintpriest.fr/
SAINT PIERRE DE CHANDIEU (TC),0611356388,contact@tennissaintpierredechandieu.fr,http://tennissaintpierredechandieu.fr/
SAINT MAURICE DE GOURDANS (TC),0782260571,tcsmg01@gmail.com,http://club.quomodo.com/tc-smg
SET VILLEURBANNAIS (CLUB),0478451782,setvilleurbannais@gmail.com,None
SAVIGNOIS (TENNIS CLUB),0617283447,tcsavignois69210@gmail.com,http://www.club.fft.fr/tcsavignois
SAS SEVAN,None,None,https://olympiasports.fr
SOLAIZE TENNIS,0478021838,solaizetennis@gmail.com,http://solaizetennis.fr
SAINT MAURICE (TENNIS),0472258268,contact@saintmaurice-tennis.fr,http://www.saintmaurice-tennis.fr
SAINT PIERROIS (TENNIS),0617766340,tcstpierrois@gmail.com,https://www.facebook.com/groups/397382234038334/?ref=share
SAINT MARTINOIS (TENNIS CLUB),0426188756,clubstmartin@gmail.com,https://www.facebook.com/TennisBadmintonStMartinEnHaut
SAINT JUST CHALEYSSIN T.C.,0671924122,Caro.sautier@gmail.com,None
SAINT GENIS LAVAL (TENNIS CLUB),0478566821,tcsgl@orange.fr,http://tcsgl8.wixsite.com/tennis-club-st-genis
SAINT FONS (CO),0478674918,cosf.tennis@yahoo.fr,https://www.cosftennis.fr/#tennis_saint_fons_club_tennis.A
SAPINIERE (TENNIS CLUB DE LA),0478314949,None,http://www.club.fft.fr/tc.sapiniere
SAINT DIDIER DE FORMANS (TC),None,tennisclubsdf@hotmail.fr,http://club.quomodo.com/tcsdf/
SAINT DIDIER SOUS RIVERIE (TC),None,None,None
SAINT CYR AU MONT D OR (TC),0478831359,tc.stcyr-montdor@orange.fr,http://www.tennis-club-st-cyr.fr/
SAINT MARTINOISE TENNIS (AS),0607088273,tennis.assm@free.fr,http://tennisstmartin.org/
SAINT JEAN DE NIOST (TC),None,None,http://www.club.fft.fr/saintjeandeniost
SAINT JEAN DE TOUSLAS (TENNIS LOISIR),0659104129,tennisloisirsjt@gmail.com,None
RHONE SPORTIF TENNIS,0621390164,rhone.sportif.tennis@gmail.com,https://www.facebook.com/Rhone-sportif-tennis-1812277412435754/
ROCHE TENNIS CLUB,None,rochetennis@orange.fr,None
SAINT GERMAIN NUELLES (TC),0664794680,tennisclubsaintgermainnuelles@gmail.com,http://www.club.fft.fr/tc.stgermain.nuelles/
RHODIA VAISE (TENNIS CLUB),0478250200,tennis.club.rhodia.vaise@gmail.com,https://www.tennisclubrhodiavaise.fr
QUINCIEUX SAINT-GERMAIN (ASSOCIATION TENNIS),0478911298,atqsg69@gmail.com,http://tennisquincieux.free.fr
PUSIGNAN (AT),0478313645,at.pusignan@gmail.com,https://www.atpusignan.com
PONT EVEQUE TC,0695050745,info@tcpe.net,http://www.tcpe.net
SAINT DIDIER AU MONT D OR (TC),0987454408,secretariat@tcstdidier.com,https://www.tcstdidier.com
SAINT GENOISE (ENTENTE),0478446355,ententesaintgenoisetennis@gmail.com,None
REYRIEUX (TENNIS CLUB DE),0474088354,tennisclub.reyrieux@live.fr,http://tcreyrieux.wixsite.com/ain01
PIERRE BENITE (TENNIS CLUB),0660474755,contact@tcpb.fr,https://www.tcpb.fr/
PAPE (TENNIS CLUB DE LA),0478887664,tclapape@gmail.com,http://tclapape.fr
RONZIERES (TENNIS CLUB DES),0478224141,tennisclubdesronzieres@gmail.com,http://www.tcronzieres.fr
OULLINS (TENNIS CLUB),0478509445,tenniscluboullins@fft.fr,http://tenniscluboullins.com
ROCHETAILLEE (TENNIS CLUB DE),None,None,None
MUROIS (TENNIS CLUB),0478409569,tcmurois@wanadoo.fr,http://perso.wanadoo.fr/tcmurois
MUNICIPAL 5EME (TENNIS CLUB),0478363920,tcm5eme@wanadoo.fr,http://tcm5.com
POMMIERS (TENNIS CLUB DE),None,tennisclubpommiers@gmail.com,http://tennisclubpommiers.club.sportsregions.fr/
MOULIN A VENT TENNIS,0478018892,mvt@fft.fr,http://mvt-tennis.tumblr.com/
POLEYMIEUX (TENNIS CLUB DE),None,None,http://www.poleymieux.fr
NEUVILLOIS (TENNIS CLUB),0478914268,secretariat@tcneuvillois.fr,http://www.tcneuvillois.fr
MULATIERE (TENNIS CLUB LA),0478598555,tclamulatiere@gmail.com,http://www.club.fft.fr/tclamulatiere
MONTAGNY (TENNIS CLUB DE),None,tc.montagny.69@fft.fr,https://tc-montagny-87.webself.net/
MIRIBEL TENNIS CLUB,0783394958,mtc5@free.fr,http://mtc.free.fr
MIONNAY (TENNIS CLUB DE),0683740609,mionnay.tennis@fft.fr,http://www.tcmionnay.fr
MILLERY (TENNIS CLUB DE),0478462607,tennisclubmillery@gmail.com,http://tennisclubmillery.club
MEYZIEU TENNIS,0437440939,contact@meyzieutennis.com,http://www.club.fft.fr/meyzieutennis
MEXIMIEUX (TENNIS CLUB DE),0614716891,tcmeximieux@gmail.com,http://club.fft.fr/tcmeximieux/
MESSIMY (TENNIS CLUB),None,tennisclubmessimy@yahoo.fr,http://www.club.fft.fr/messimy
MARCY L ETOILE (TENNIS CLUB),0478878697,tcmarcy@free.fr,http://www.club.fft.fr/tcmarcy/
LYON SPORT METROPOLE TENNIS,0478691959,lsmtennis69@orange.fr,http://lyonsportmetropole-tennis.com
LYON III (TENNIS),0478531091,tennis.lyon3@free.fr,http://tennis.lyon3.free.fr
MANISSIEUX TENNIS (A.I.L.),None,ailm.tennnis69@gmail.com,http://ail-mafourni.fr
LYON I (TENNIS),0478270003,info@tennislyon1.fr,http://www.tennislyon1.fr
LYON (TENNIS CLUB DE),0478894968,accueil@tennisclubdelyon.com,http://www.tclyon.com/
MARCILLOIS (TENNIS CLUB),0678492918,desmarisb@yahoo.fr,https://ballejaune.com/club/tcmarcillois
LOU TENNIS PARC,0478727777,loutennisparc@orange.fr,http://www.loutennisparc.fr
MIONS (TENNIS CLUB),0777364737,tcmions@laposte.net,https://www.facebook.com/tcmions/
LYON 8ème (TENNIS),0478776463,administratif@tennislyon8.fr,http://www.tennislyon8.fr
MARENNES (TENNIS CLUB DE),None,None,http://www.club.fft.fr/tcmarennes/
LISSIEU (TENNIS CLUB DE),None,tclissieu@gmail.com,None
MASSIEUX (AS TENNIS DE),0750598085,tennis.massieux@free.fr,http://tennis.massieux.free.fr
ERROR,https://tenup.fft.fr/club/50690341,,
LOIRE SUR RHONE (US),0478079982,None,None
JONAGE (TENNIS CLUB),0472932307,tcjonage@gmail.com,http://tennisclubjonage.wifeo.com/
LIERGUES (CLUB TENNIS DE),None,ctliergues@orange.fr,https://www.clubtennisliergues.com/
HEYRIEUX TC,0616520791,contact@tcheyrieux.fr,https://www.tcheyrieux.fr
IRIGNY (TENNIS CLUB D),0478464412,tcirigny@gmail.com,http://www.tcirigny.fr
HAUT FORMANS (TENNIS CLUB DU),0647429543,tennisclub.hautformans@gmail.com,None
LUGDUNUM (GROUPE SPORTIF),0667624303,tennis.gsl@gmail.com,https://gslgazelec.jimdo.com/accueil/tennis/
GRATTE CIEL (ASL),0750898442,aslgc-asso@laposte.net,None
LOYETTES SECTION TENNIS (US),None,tennisloyettes@gmail.com,None
GREZIEU TENNIS (AS),0951673793,asgrezieutennis@free.fr,http://asgrezieutennis.com
FRONTONAS CHAMAGNIEU TENNIS CLUB,None,tennis.frontonas.chamagnieu@gmail.com,http://frontonas-chamagnieu.wix.com/tennis-club
LUZINAY TENNIS CLUB,None,tc.luzinay@gmail.com,http://tcluzinay.blogspot.fr/
FORT (TENNIS CLUB DU),0478438573,tcfort-lyon9@fft.fr,http://www.club.fft.fr/tcfort-lyon9
FRANCHEVILLE (ASSOC DES TENNIS),None,atf69340@laposte.net,None
FIDESIEN (TENNIS CLUB),0478595610,fidesientennisclub@free.fr,http://www.club.fft.fr/tc.fidesien
FEYZIN (TENNIS CLUB),0478676448,tennis-club-de-feyzin@orange.fr,https://www.facebook.com/tcfeyzin/
LIGUE AUVERGNE-RHONE-ALPES,None,ligue.auvergnerhonealpes@fft.fr,https://www.ligueauvergnerhonealpestennis.com/
FCL TENNIS (ASSOCIATION),0478231444,contact@fcltennis.com,http://www.fcltennis.com
GIVORS TENNIS,0695375797,givors.tennis@fft.fr,http://www.club.fft.fr/givors.tennis
FAREINS (TENNIS CLUB DE),None,tc.fareins@fft.fr,http://www.club.fft.fr/tc.fareins
ESPB TENNIS,None,None,None
ECULLY (TENNIS CLUB),0478333729,tcecully@free.fr,http://www.tennisclubecully.com
ESPRIT PADEL CLUB,0963587615,contact@espritpadel.com,http://www.espritpadel.com
DOMMARTIN (TENNIS CLUB DE),0651158107,contact@tcdommartin.com,http://www.tcdommartin.com
DECINES (TENNIS CLUB DE),0478499095,tc.decines@free.fr,http://www.tcdecines.com
GRIGNY (TENNIS CLUB DE),0478070393,tennisclubgrigny.69@fft.fr,http://www.club.fft.fr/tennis.club.grigny69/
DARDILLY CHAMPAGNE (TENNIS CLUB),0478661874,tc-dc@fft.fr,http://tennisclubdardillychampagne.com
FETE LE MUR RHONE,None,None,https://fetelemur.com
CSADL TENNIS ARMEES,None,csadl.tennis@gmail.com,None
ECOLE DE SANTE DES ARMEES (CLUB DE L'),0472364158,None,None
CROIX ROUSSE (TENNIS CLUB),0478301703,tccr.lyon@free.fr,http://www.tennisclubcroixrousse.fr/
JASSANS (TENNIS CLUB DE),None,None,http://www.club.fft.fr/tc.jassans
ESTRABLIN-JARDIN TC,0769334165,tcestrajardin@free.fr,None
CORBAS (TENNIS CLUB DE),0962268253,tccorbas@fft.fr,http://www.tennis-club-corbas.fr
CRAPONNE TENNIS (AS),0478574707,ascraponnetennis@gmail.com,http://www.club.fft.fr/ascraponnetennis/50690114_a/cms/index_public.php?us_actio
COLOMBIER SAUGNIEU (TC),0650988942,tennisclubcolombier@gmail.com,https://m.facebook.com/pages/category/Sports-Club/Tennis-Club-Colombier-Saugnieu-472586383549305/
COLLONGES (TENNIS CLUB DE),0478220662,None,http://www.club.fft.fr/tc-collonges
DIEMOZ TENNIS CLUB,0782721199,diemoztennisclub@gmail.com,http://www.club.fft.fr/tc.diemoz
CHAZAY D'AZERGUES (TC),0603037385,contact@tennisclubchazay.fr,http://tennisclubchazay.fr/
COUZON (TENNIS CLUB DE),None,tccouzon@hotmail.fr,http://www.club.fft.fr/tccouzon/
CHAVRIL TENNIS CLUB,0478256341,chavril.tc@orange.fr,http://www.tennisclubchavril.fr/
CORPS TENNIS,None,None,None
CHASSIEU TENNIS,0478493128,contact@chassieutennis.com,http://www.club.fft.fr/chassieutennis
COURZIEU (TENNIS CLUB DE),None,None,None
CHASSELAY (TENNIS CLUB DE),0472549114,17690215@fft.fr,http://www.club.fft.fr/tcchasselay
COMITE RHONE - METROPOLE DE LYON DE TENNIS,0472760990,comite.rhone@fft.fr,None
CHARLY (ENTENTE SPORTIVE),0478460618,tccharly69@gmail.com,http://www.tennis-charly.fr
CHARBONNIERES (TENNIS CLUB),0478442052,tcc.contact@wanadoo.fr,http://www.club.fft.fr/tccharbonnieres
CHARVIEU TC,0610284060,tccharvieu@free.fr,http://www.club.fft.fr/tennisclubcharvieu
CHASSE SUR RHONE TENNIS CLUB,0610632278,tcchasse@gmail.com,http://www.tcchasse.com/
CHAPONNAY (TENNIS CLUB),0478969076,chapotennis@gmail.com,https://www.facebook.com/Tennis-club-de-Chaponnay-1399869863426833/
CENTRE LIGUE BRON,None,None,None
GENAS (TENNIS CLUB DE),0630795188,tcgenas@gmail.com,https://www.tcgenas.fr/
CENTRALE TENNIS CLUB,None,None,None
CASCOL,None,cascoltennis@gmail.com,http://www.cascoltennis.com
CALUIRE (TENNIS CLUB AS),0478084842,tennisclub-as.caluire@orange.fr,http://www.tennisclubascaluire.fr
BRON (TENNIS CLUB DE),0478260758,TCBron69@gmail.com,http://www.club.fft.fr/tennisclubdebron
CAILLOUX SUR FONTAINES (TC DE),0680170900,tc.cailloux@gmail.com,http://www.club.fft.fr/tccailloux
BRIGNAIS-CHAPONOST (TENNIS CLUB DE),0478452950,tcbrignais@free.fr,http://www.club.fft.fr/tcbrignais-chaponost
BOURG SAINT CHRISTOPHE (TC 90),0474610166,tc90.bsc@gmail.com,http://www.bourg-saint-christophe.fr/
BOISSE (TENNIS CLUB LA),0472259632,tclb@free.fr,http://tclb.jimdo.com/bureau/
BOIS D'OINGT (TENNIS CLUB DU),0474716051,tennisclubboisdoingt@gmail.com,http://www.tcbo.net
CIVRIEUX (TENNIS CLUB DE),0668325454,g.denis@adeli.biz,None
BEYNOST TENNIS,None,tiebreakbeynolan@gmail.com,http://tiebreakbeynolan.wpweb.fr/
BEAUREGARD (TENNIS CLUB DE),0670635776,ic.charnay@orange.fr,None
CHATS (TENNIS CLUB DES),0478814402,bruno.deplaude@enise.fr,None
BABOLAT AS,None,None,None
BALAN-DAGNEUX (TENNIS CLUB DE),None,tennisclubdebalan@gmail.com,https://www.facebook.com/tennisclub.debalan
CHALEINS TENNIS (US),None,uschaleins.tennis@yahoo.fr,None
ASUL TENNIS,0472345508,accueil@asultennis.fr,http://www.asultennis.fr
ARBRESLE (TCA DE L),0474267756,tc.arbresle@gmail.com,https://sites.google.com/site/tcarbresle/
ASPTT GRAND LYON TENNIS,0478269283,asptt-lyon-tennis@wanadoo.fr,http://asptt-lyon-tennis.fr
BRINDAS (TCM),None,tcmbrindas@fft.fr,http://www.tcmbrindas.fr
ANSOIS (TENNIS CLUB),0469371388,tc-ansois@fft.fr,http://www.club.fft.fr/tennis-club-anse-69/
ANDEOLAIS (TENNIS CLUB),None,tc.andeolais@gmail.com,None
BOIS D'ARS LIMONEST (TENNIS CLUB DU),0662348144,associationtcbal@gmail.com,None
ST-BONNET-PRES-RIOM TC,None,tc.saintbonnet@fft.fr,http://club.fft.fr/tcsaint
BRULLIOLES (TENNIS CLUB DE),0474705259,tcbrullioles@gmail.com,http://tcbrullioles.online.fr
Association Sportive Vaulxoise Tennis,0474955533,asvt@fft.fr,http://www.club.fft.fr/asvt
ASCEE 69,0472745934,None,None
SAINT BEAUZIRE-LUSSAT (T.L),0473339361,None,http://perso.orange.fr/tlsbl
ROYAT TENNIS (A.S),None,tennisroyat@gmail.com,None
ALL IN PADEL DECINES,0426176827,contact@allin-padel.com,http://www.allin-padel.com
BREVENNE (TENNIS CLUB DE LA),0621782670,tcbrevenne1@yahoo.fr,http://www.tcbrevenne.com
AMBERIEUX-LUCENAY-MORANCE(TENNIS CLUB),0672761745,None,http://www.club.fft.fr/tc.morance
SAINT OURS LES ROCHES (TENNIS CLUB),None,None,None
SAINT-LAURE (TENNIS CLUB),None,christine.pignol612@orange.fr,None
PERIGNAT SUR ALLIER (A.T),0621554865,fournet-fayard.michel@wanadoo.fr,https://m.facebook.com/Association-Tennis-P%C3%A9rignat-Sur-Allier-1520458928268
RIOM (TENNIS CLUB),0473387874,tcrm63200@sfr.fr,http://tcriom.fr
SAYAT-ARGNAT (TENNIS CLUB),None,None,http://tcsa.over-blog.com
PARENT (AMICALE LAIQUE),None,None,None
PERIGNAT LES SARLIEVE TC,0698877983,danielvedel@sfr.fr,None
ORCINES (TENNIS CLUB),0473622700,tennis.orcines@gmail.com,http://tennis-club-orcines.jimdo.com/
MONTFERRAND (AS),0615540905,tennis@asm-omnisports.com,http://www.asm-omnisports.com
MARTRES SUR MORGE TC,None,None,None
MARTRES D'ARTIERE TC,0473830221,tcma.063@gmail.com,http://tenup.fft.fr/club/50630356
ST-GENES-CHAMPANELLE TC,0473873078,tcsgc63@gmail.com,http://www.club.fft.fr/st-genes-champanelle
MARSAT T.C,0473385341,marsattennis@gmail.com,http://www.tennisclubmarsat.com
MARINGOIS (TENNIS CLUB),0473686961,tennis.maringues@laposte.net,None
LEZOUX (SC),0473731776,sclezoux@free.fr,http://sclezoux.clubeo.com
MALINTRAT (TENNIS CLUB),None,tcmalintrat@gmail.com,https://ballejaune.com/club/malintrat
LEMPDES (ATLETIC CLUB),None,None,None
LA MONNE (TENNIS CLUB DE),0676902441,ampsimonin@orange.fr,http://www.club.fft.fr/tc.monne
ISSOIRE (US),0473894543,usi.tennis@orange.fr,http://www.club.fft.fr/usitennis/03630030_a/cms/index_public.php?us_action=show_
